clean_tweet,label
ok wat ever u say whitey. u prolli never even seen shaft.,0
it realli bad #california faggot marriag forc upon citizen declar illegal.,0
the peopl histor call white trash call reason. they'r white trash. the truth hurts.,0
happi birthday nicca coon shit respons way.,0
eat shit nigga bitch turd bag dick beetl,0
"no. it wrong tri chang #faggots&gt; there ""therapy"" #tcot understand sympath like #retards&gt;",0
i da flow templ today fo nuttin. and dat jew wit funki hair tell i subhuman. he tell i ain't mo human den monkey,0
wassup wit fucc nicca,0
onli white trash watch football.,0
i forgot white trash texarkana was... well arkansa so.... &#128514;,0
rt illeg alien race. it' crime. #wetback http://t.co/pf2ypelyop,0
rt water wet. rt nike dc trash.,0
rt lmfaooooo &gt;rt lmaoo that u got this? rt dougi yam coon beat box &#128553;,0
homo as cracker,0
"fuck faggot live dc, maryland va",0
ugli gay nigga bitch fuck peac shit,0
he may 'hustlin' studi critic (race) theori 'mi people' holder get 'revenge.' they hate whitey.,0
"""@jgabsss: stacey dash &#128166; http://t.co/pdlg46rjol"" baddest bitch evaaaa",0
"#azmonsoon lot rain, bad enough wash away teabagg racist white trash state. #tcot #teaparti #azflood",0
"may i jump u ball-less dick-wad? as conservative, feminist, disabl vet bitch, i wish u luck capit f.",0
rt everybodi tryna fuck next nigga bitch knowin bitch next nigga bitch &#128586;&#128566;,0
yo bitch dick come crib get pass around love,0
she got everi niggah lookin like dam,0
"""@nochillpaz: ""at least i'm nigger"" http://t.co/rgja7cfoit"" lmfao",0
what fuck faggot,0
fuck as redskin corner,0
the fuck royal bitch! work!,0
"""our people"". now time aryan race 2 stand say ""no more"". befor mongerl turn world ghetto slum. 1488",0
rt rt for everi bad bitch nigga treat like shit &amp; yet stay..... i wanna ...,0
ight nigga haha fuck queer clear schedul,0
stuck seriou bitch possibl worst type girls. ever.,0
juli tell crybabi black get someon blk. dress white faced......nigg alway whining!,0
said bullshit. damn nigger,0
everi spic cop #losangel rape thought rape white woman. that' half-bre get job pigs.,0
"it' time mock ""halftim america."" how 'bout ""wake america,"" radic leftist run country. http://t.co/9eyi0k8w",0
"i wonder latino strategi working?@tpm: goper doubl ""wetbacks"" backped ""shoot sight"" http://t.co/qwlpxxsuib",0
i'm alreadi tire mr stupid af decid show u video trigonometr notion um yeah i want say hoe,0
if yer gonna continu contrarian bitch... go die then. i'v time trifling!,0
they'r work bill prevent retard voting. knew retard could vote? thing start make sens now.,0
rt lmaoooo bunch fag,0
"""@markroundtreejr: lmfaoooo i hate black peopl",0
"guarante things: white. never anywher near real ghetto. you, rel pig. 100%",0
chink eye !,0
chick love ugli hipster faggots. prolli caus look like dad never life.,0
rt dat bitch kati perri can suck skin off of dick,0
i'm fag. gtfo,0
all da lil bald head bitch standn outsid kevin gate tryna get &#128514;&#128514;&#128514;,0
2. and 3. nigga hoe suck wayan brother funni jami foxx number 2,0
hell naw fuck bitch serf right,0
i like nigga tri come im like bitch dont shit. pussi,0
"rt i hate nigga ask ""where hoes?"" .... nigga idfk !",0
"twice divorc teabagg florida attorney gener say marriag reserv 'stable, endur famili units' http://t.co/9zwr3o33iu #wtf",0
can't wait ped it? roid munch faggot,0
smh rt tyga shoulda knew blacc chyna hoe son crip walk pussy.,0
that fuck slutti beaner,0
rt tell realli feel. rt littl #isi faggot usual bag head anyway.,0
ye retard.,0
"end day, call yo dumb as monkey, picka'nanni hoe. but u love white devil",0
fuck spear chucker,0
smh u nigger &amp; ur music knowledg,0
slow repli make feel like retard i want put foot wall... hjhdyhdhlgjdftilh,0
stu rape face faggot man i'm sick nigga,0
funni u faggot,0
america white trash americans.,0
rt thi nigguh chri paul,0
rt get trash as nigga outta stadium!!! &#128514;&#128514;&#128514;,0
y'all hire color folk? onli work half da day throw da mail da sewer ain't done,0
jew white race traitor swept clean aryan race survive.,0
white trash taken everi chariti organ us.,0
rt kill beaner,0
"nahh , whatev spook spic, i still like . good day",0
&#128514; &#8220;@bossmobbe: racist month .. fuck u honkey&#8221;,0
"i'm go blame black man, sinc alway blame ""whitey"" i'm equal opportun hater.",0
&#128514;&#128514;&#128514;rt them 1st 48 charlott goon nicca gon fkkk around burn bank of america stadium down&#128293;,0
rt who want chill campu w &amp; throw bibl bitch take walk shame&#10067;&#10068;,0
rt i'm get money nigga so da hoe love,0
"somebodi pleas choke fuck retard keep yell ""mash potatoes"". what tool! #pgachampionship",0
rt beyonc&#233; trash.,0
rt i care tho cracker,0
good mernin faggot http://t.co/3zptpqfktl,0
what' good prom? all i see anoth faggot as high school dance.,0
gone nigguh,0
"aww u mad tho, success man lmfao, hut hug faggot.",0
the chink realli hunt food... rt dog shot arrow n.o. east- http://t.co/q1kqt6stwl,0
"funniest yt comment i ever receiv ""nigger gonna nig *shrugs*"" .. lmao racist muthafucka caught guard",0
"i'm weird, faggot",0
the rich kid beverli hill trash even entertain trash. and look mid thirties?,0
fuck nigger,0
fuck faggot,0
peopl grow veget noth common peasant trash.,0
rt ur fuck white trash,0
he' faggot,0
laker trash right now.,0
stfu dyke look hoe.,0
rt oh good i hate chines people. fuck zipperhead,0
iont see nigga fags!!,0
rt safe pussi boy looooool http://t.co/tocj1wxryk,0
rt dont get draft squad gonna problem drop faggot jesu,0
fuck mlk &#8220;@antsoo305_: &#8220;@vonteeeeee: whi lexii keep favorit coon tweet ?&#8221; mlk didnt die this&#8221;,0
whi peopl faggots? like born way big douch bag.,0
fuck fuck faggot as rando even find zoe' ask account????,0
&#128514; rt lmfao rt if watch porn &amp; beat &amp; yo homi text u &amp; show name banner faggot,0
"bitch fuck yo nigga, what' pussy!!?!",0
"make team, nigga trash. lol",0
rt rudi gay faggot chang last name got money.,0
"no polic depart hire gypsies, half-breeds, nigglet trusted.",0
joke fugli bitch happi uncl snoop even acknowledg nasti as lmao,0
ankl &#128128;&#128514;&#8220;@saina_faal: &#8220;@martian_mulah: hood bitch long weav worst thing ever&#8221; weav touch ashi ankl &#128567;&#8221;,0
that dumb black bitch get card pictur made fuck mad ruin day &#128545;&#128545;&#128074;&#128298;&#128163;,0
fag,0
' don't sleep niggah chood &#128076; &#128175;&#128175;,0
rt anybodi trash neighborhood perceiv injustic fuck moron. #ferguson,0
die car accid faggot,0
lmao ur dad rais u bitch made nigga,0
"&#8220;@glitteredinpink: like 5'8, need to&#8221;....1. you hoe. 2. i'm 5'10(breaking11) 3.suck dick.",0
learn type ya hillbilli,0
suck dick taco el negro better,0
ebola sound like hood hoe,0
some hood negro deserv bail money way visit jail.,0
bald head bitch think time prosper !,0
stfu u ugli dyke,0
wetback &#128513;&#128514;&#128514;&#128514;&#128514;&#128557;,0
what wetback look like get caught cross border. http://t.co/j3uf1tyubo,0
don&#8217;t hurt littl faggot,0
fuck retar even funni bitch im go sleep u,0
"jason admit stuck bitch lol, are. think much better everycunt, naaaaa",0
you jiggaboo...!,0
"#vinitahegwood get job naacp. or the ag. i hear like ""divers tolerance"". as long ain't cracker #tcot",0
rt hate fags? the answer' yes.,0
shit as shabbat mom pussi u jew bastard. ur time coming. heil hitler!,0
"rt thi vine still funni shit &#128557;&#128557;&#128514;""how mani nigger store""?",0
bump bitch file sexual harass work co-worker...i aint shook life,0
"what bitch want nigga?, like dmx shit",0
fuck u nigger,0
have eva ask nicca dey got sum fake design frm,0
delet bitch as nigga rt if redskin beat u i delet fuck ig,0
rt i hate trailer trash &#128567;,0
just watch scene zero dark thirti pop osama' bitch as #u #s #a,0
fuck loser wetback #sorrynotsorri,0
i wanna slit mf throat,0
rt nigga wanna bitch parti y'all know address knock door,0
geta life faggot,0
styl gotta get dem tweet nig,0
happi birthday faggot,0
"nigga fuck gay... and tri cancel say ""nah bro cool"" nahhhhhaahahahaha faggot brother",0
rt straight guy take pictur nake hot tun.what fag,0
let say clearli sinc retard as understand,0
"the elit call conserv ""our niggers"" behind close doors. #tcot #teaparti",0
rt hi ball ashi rt real woman http://t.co/vg5dbqh8at&#8221; real faggot let em that.. smh,0
georg michael fag,0
"""@theomaxximus: #gerryshalloweenparti http://t.co/3ycrsrnjhc"" halloween yesterday stupid nigger",0
"""whi peopl think gay marriag okay beyond me. sorri i want futur son see 2 fag walk street hold hand",0
know shit faggot bitch,0
"i assum shit ,hmm cuz u know fuck u talk cracker days.",0
yeah suck like fag are... oh nevermind no fag #nfl,0
someon shut beaner please.,0
liberti justic rt go get sandwich nigger i'll kill,0
di broad done tag di nicca n video si give dome .. #tragic,0
"sion faggot. veri meh gank pre-6 post-6 gank still pretti meh he' tank, noth special imo mao +",0
"""these sour appl bitter bitches, i'm fuckin wit em""",0
rt the fox say cunt.,0
guy suppos get as suck queer,0
thi kid look like retard tri hide phone... obviou,0
wow u hoe term woman,0
but...countri music listen realli hick alcohol &#128514;&#128514;,0
im soooooo tire dick dyke show fb feed. real stud dont fucc niggas. just bisexual.,0
throw faggot word smh smh smh,0
peopl live #thenetherland unwash trash.,0
"woohoo! new black ""kill cracker babies"" panther rescue! #racist #trash #thug #ferguson #fergusonriot",0
rt you longer run busi n america unless deem accept 1 polit group retard known democr&#8230;,0
"if racial minor crimin inclined, much worri about. act color, race traitor!",0
"onli rich white liber know what' best black people. if see that, they'r obvious uncl toms.",0
"rt realest tweet seen today rt &#8230;. dyke bitch rehab hoes.and im healed,back dick i go",0
of cours #faith #basebal year. becaus of #barrybond goddamn retards!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! #moron,0
talk crazi internet thing person. tri buddi buddi later faggot fuck you.,0
ur brother look queer ugli,0
"find funni fag write ""look bf"" grindr ap. lol that fuck ap dumbass.",0
wake stoopid dyke,0
liter eat asshol living? actual faggot? you seem littl confused..,0
lmao nigga shoulda said i would balless bc dat cold bitch wont stop blowin me#swaagg,0
"go pray church someth fag, one care religi bullshit.",0
"fuck niggah weak, cant tell freak",0
"----&gt;@davidmasciotra get past boot camp, go activ years, see realli daili liber pussi",0
"i call faggot, one lol.",0
ya i know slang i'm racist i h8 porch monki,0
need bitch drop niggah,0
rt 3 most common white peopl activities: 1. wear tapout 2. shoot school 3. call nigger xbox,0
kill coons!!!!!!,0
damn hoe.. you ugli even hello kitti said goodbye.,0
movi matter long coon shit coon nigga!,0
"rt true need sleep make gainz bruh!! so hoe stay mirin ;p alright, later&#8230;",0
screw ragheads.,0
"rt it' 2014 &amp; nigga still runnin round sayin ""yall eat pussy"". y'all must suckin dick.",0
"congratulations, offici fuck retarded.",0
bird 72% wedlock rate? white father run away?,0
faggot i knew realli friend.,0
"okay, let' fight ginger faggot",0
"he ain't shit girl, &#128175;he bitch made nigga !",0
rt i'd rather rancho live ghetto as urban area nigger nigger impersonators. adopt ni&#8230;,0
lesbian get nip pierc ew,0
i'm surpris could read slit eye,0
you hoe cri yo as pregnant. it smile ride dick bitch.,0
"quit bitch faggot, happi cant see faggot famili cri babi littl girl cri park lot, aint man sissi",0
the reason shelbi hate sandwich queer.,0
we overrun mongrel zog jew run countri want white man perish.,0
oh god! rt fat bitch. what' http://t.co/ptnszx6nid,0
rt you know dyke ask men' golf club,0
ugli nigger,0
faggot page cant they?faggot offend,0
rt if littl fuck faggot spit food i swear god id tear fuck arm http://t.co/eqocianz77,0
rt whi y'all nigga entertain nicol bitch? i see y'all ever take bitch post nake pic serious&#8230;,0
2 hoe 1 dyke,0
when pussi nigga sock knock out.,0
u pulled.that queer shit spon u put homo lol,0
&#8220;@waymoflydenu whi yall think ok faggots?&#8221; want u cool,0
"that band white trash, white trash would buy album.",0
nah said fag,0
lemm find bitch nigga talk shit,0
"i'm go sell iphon macs, i support faggots.",0
"hope guy get attack support sopa, bunch dirti snake faggots.",0
"those nigger disgust me. they dealt 100 year ago, problem now.",0
"say old man :( i hope surviv anoth 10 years, silli jigga boo monkey",0
faggot as bitch nigga,0
think okay take properti break it? fuck bitch,0
happi columbu day! even #billmah like #cocain #columbus!!! what fuck wrong #liberals? fuckin' #moron #retards....,0
good job text back faggot,0
fuck store bitch,0
least im black bitch parent left mcdonald park lot born,0
yeah ok nigger.,0
rt pussi as nigga http://t.co/lxonrmtqtk,0
tyler make think they'r lil nigger babi hoodrats.,0
yo fat ugli as even pull ugli bitch school,0
"rt here' ""suggestion"" play racist: ha, nigger stop callin nigga the end",0
ugli emo trash go cut,0
im go murder fuck cunt,0
dani alv pull hairstyle. neymar look like faggot,0
rt well els white ppl get u forget horrif past paint pretti pictur ho&#8230;,0
bitch look like fuck white trash trailer park queen lookin man bear pig. http://t.co/fqyxljyiet,0
you got da bet da msnbc wit dat color reverend listen coloreds. what els i missing?,0
fuck fuck stupid cheat bitch go lick dick die ur stupid nigger bitch,0
fuck ghetto as coon,0
rt mean faggot lol,0
"rt stfu hoe rt &#8220;@tedddydgaf: ""i'm proud african american"" - proud african american ""i'm proud white"" - racist &#8230;",0
"""@rtnba: drake new shoe releas nike/jordan.... yes, there' glitter shoe http://t.co/qctplxhexm"" ....dude fag",0
i'm see &amp; nigger migrat liberti rd... smh,0
true sand nigger &amp; bum brit claim he' atg hall fame legend smh,0
between trend vine act like woman like nigga wait faggot http://t.co/dkvnjmcarz,0
rt ray j perfect exampl happen give lame nigga pussy.,0
"the nation know are, rather real nigger &amp; bad bitches. http://t.co/ge6tnhxzaf",0
rt are justin beiber? becaus fucken gay cunt http://t.co/pghisydeyb,0
"peac fags, rememb i'm best lux support na. drop lustboy pick kakao tsm.",0
redneck white hous // moccasin creek &#128077;&#128076;,0
"rt ...wow? rt whatever! fuck assholes. they'r niggers, look alik me.",0
apaches' 30 mm round turn jihadi tomato soup,0
faggot,0
littl fag. at least i fuck woman kids. plu work support them. hipster homo,0
"rt horribl rapper #1 tyga - most trash rapper ever ""she want yellow nigga, corn cob"" i smack mom i heard him&#8230;",0
"faux nois pundit like duck molester, pro-slaveri racist, #homophob #teabagg darl phil robertson either http://t.co/5gt6zvgqxi",0
"4 old hoes, ponk, dyke outchea ""girl talk""",0
i hate niccas! lol http://t.co/nqsyeqhgoz,0
these peopl fags.,0
can't stand faggot.,0
go could hook plant citi faggot,0
you real life faggot ever fight anoth man fuck girl. you gotta take l like man move,0
"the ""you&#8217;r go 2have 2 kill cracker &amp; babies&#8221; new black panther #credibilityshot #fergusonriot #justice4mikebrown",0
"rt wa delet pic i realiz dike back ground dress like nigga wedg &#128514; , bitch i'm &#128128; http:/&#8230;",0
awk... u like nephew / cousin bc race.. lmao broke ugli bitch fuck need,0
faggot,0
ur ballsack hairi gtfo tranni prude bitch,0
i hear bill like trailer trash like you.,0
#dtla trash non-european allow live there.,0
rt nigga scream like lil bitch lol,0
that' happen date color,0
rt i hate take shit public place bc feel like faggot im place toilet paper toilet seat,0
some nigga save hoe,0
white bu driver white trash. #losangel,0
"celtic mean white trash. if someon say they'r celtic, mean they'r white trash.",0
you type special faggot bring chocol swisher smoke session.,0
your retarded.,0
yo bitch as need bo fuck up.,0
"tell me, coon.",0
fuck redneck queer game invit,0
women feminist ugli bitch cant find man,0
rt i feel like tim ross nigger,0
rt that nigger made shit coffee.,0
lrg as nigguh,0
"rt &#128584;&#128584;&#128584; rt gave ""move lil nigger"" push smh.. http://t.co/eybwlvukim",0
so i decid drive good walmart color folk go bc food here.,0
fight fuck obes niglet,0
"poot &#8220;@not1fuckisgiven: either young thug gay, bitch poot",0
i like chines buffet i hate chink,0
minu retard poor bots.,0
lmao rt if u live wit ya girl u dish u faggot,0
rt shoot pussy! ima beat face asphalt ...,0
rt there might coupl cotton picker spur play unselfish white man basketbal,0
2 beer queer,0
rt toni i think yr rude littl cunt young even know real rock rol&#8230;,0
johnni rebel - quit bitchin' nigger!: http://t.co/ucghry7zg,0
fuck still talk shit. you act like pussi as nigga,0
you retard brother lol,0
i swear god nigger better still hang work. you got hype,0
hate dyke,0
rt kill whitey,0
chri bosh bout disgrac trophi like real faggot smh,0
watch nigger movi menace2society. tri learn enemy. good reconnaissance.,0
man i swear today' like nation hit toni he' drive day.... thi chink almost smash me...,0
he look like fag time line bore zzzzzz,0
know fag,0
trust me i say #jesuschrist would kill #faggot came back life today' day age&gt; #spartacu #rome,0
can't take u coon nowher &amp; i mean nowher,0
bitch u ugli hoe,0
sweet comeback u fuckin herb i dnt watch soccer id still wax bitch as go swallow red sox kid ur nyc fag,0
know im kidding. some bet funny. i love black call eachoth ignor niggers. make,0
whi mani filthi wetback half-bre spic savag live #losangeles? none right here.,0
"here ya go wetback, eat this.. http://t.co/kf6pgzvh5g",0
chill ur pussi gay af,0
"""you ain't gunna shit spear chucker""",0
#california full white trash move #oklahoma,0
oh god! gtfo white faggot,0
"i would like apolog anyon i call fat, stupid, gay, nigger, jew retarded. i truli sorry.... jk just troll fag",0
"whatever! fuck assholes. they'r niggers, look alik me.",0
hey aklve! im take black ghetto trash. your block nigger,0
i'v know fag,0
want fag,0
"rt ill break bitch down, like pussi is.",0
i like talk faggot i nice way fag,0
your pathet plan failed. enjoy phone fuck monkey. let see as benton park. you wanna talk shit i'll carv face.,0
i'm vega bitch http://t.co/jgpiw1kd,1
rt the price wrong bitch.,1
rt trent richardson trash,1
"jammin sad songs, smoke squar think bout bitches...",1
"""virgin pussi "" () "" , regular pussi "" ( ) "" , oomf pussi (_________________________)",1
""" nice girl bad, make get naughty. bad yello hoe, real nice body. down south chick, like em real thick"" http://t.co/bzrdl3kf7u",1
rt i hate wen hoe lie say i fuck em #signedtothestreets2,1
"oh well, lil stupid as bitch i fuck youuuuuu rt idfwu bitter as song fuck nigga like it.",1
use coconut oil faggot,1
"rt ""@bossshltonly: thi bitch... http://t.co/o7uskcmfcd""&#128514;&#128514;",1
"rt i'm alway bitch, sometim i sleep",1
nah gurl pussi privat &#128581;,1
rt &#128553; dawg! &#8220;@tressilicious: pet peev find cute guy hoes. i automat lose interest. i compete.&#8221;,1
im westsid niggah know im rockin wit game,1
eye got lazi read look u bitch flawg lie day&#128564;&#128564; http://t.co/ni2oqv0njd,1
yo bitch i fun,1
"rt ""ay famili think line i saw bad bitch mrs. bridget' class"" http://t.co/hpmfvgp3zg",1
bitch,1
rt cinco de way ho http://t.co/cm9jhhk41i,1
denzel mf thang new movi boy i swear oml play shit outta bitch movi readi killer &#128526;&#128514;&#128514;&#128175;&#128588;,1
rt when wale said.....nvm nigga trash,1
"rt could never kiss bitch follow someone. cup tea , hoe look foolish",1
i hate go parti realli fat bitch go act like theyr shit theyr party. like damn nessi im,1
"rt bitch tweet like... ""i wanna suck dick &#127814;"" like... ""&#9995; chill song! "" bitch song is&#8230;",1
rt if yo bitch fuck bcuz money chanc nigga money fuck her?&#128563;,1
whatev want sinc lie as bitch as childish as mother fucker,1
hoes.,1
"not one bitch text right now. 3,000 followers, 22 inch rims, 60 inch tv straight as teeth 0 text messages. ima kill",1
"i'v never problem w| anybodi here, i'v w| compani year, snitch fuck bitch tri get fire",1
one day pimp want unfollow everi bitch 30 mile radiu ig let beat,1
when life got ya gotta get back pimp slap hoe!!!!!,1
"&#8220;@m_stew4: lol bitch responding,&#8221;lol cool imma get one i ju trust",1
y'all' littl punk as bitch doe,1
it' fact male brain cannot alway hear high pitch voic women.. so bitch get mad..i realli hear you!!,1
thi shit game right now.. that' i play hoes.,1
nigga i change.yal hoe tryna shoot know y'all can't shoot,1
when i die throw coupl bad bitch casket,1
&#128588;&#128591; rt &#8220;@planetpob: real men eat pussy.&#8221;,1
rt so proud mahanain &#9825; still hoe tho,1
like god damn dirti bitch,1
dnt play yo girl heart that pussi .,1
i spoil anyth &amp; watch nigger nig nog,1
would need call bitch/cunt face? im talk dumbass,1
"&#8220;@dstacks__23: if aint got shit goin ya self, bitch gone want you&#8221;&#10071;&#65039;&#10071;&#65039;&#10071;&#65039;",1
rt hoe ain't loyal http://t.co/6xrobdfztk,1
rt,1
yeah! when see again.....that son bitch owe money! tell i look him!,1
smile like retard kid? it took till like 5th grade i learn natur smile,1
&#8220;@lodmtpapi: clingi girlfriend best &#128175;&#10084;&#65039;&#128553;&#128143; http://t.co/dt9nua4u7a&#8221; stop lie hoe bro.. that shit annoy,1
bitch go sleep,1
"talk alot shit, i want ill put u spot test bitch!",1
"rt i realli tryna hoe nobody.. i eat, eat. literally.",1
"turn entir fuck up, hoes!!!!",1
"sorri hoes, l.o.v.e. stand legs. open. very. easi",1
"thi ""deb"" woman eye appointment.. bitch",1
sombodi bring pussi,1
"rt these hoe act up.. &amp; know what, imma let em..",1
"rt she play quarterback, got cheerlead girlfriend... yupp hoe man i'll ever be. http://t.co/qluuajl&#8230;",1
rt hell yea ill rep shirt famili lol #betterwithpet teamdonni hoe &#128074;&#128074;,1
bad bitch tri blow like fuse,1
rt be hoe mean fuckin lot peopl not talk lot people! y'all mufucka shit mix up! &#128530;&#9995;&#128175;,1
befor mad singl bitches. &#128527; http://t.co/flde7s4slc,1
ain't hoe day,1
rt &#8220;@ghettoannabelle: get start potato head lookin as bitch&#8221;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;,1
ticket hoe http://t.co/lpcs9abo7w,1
fuck bitch i fuck piss i take 30 second take 5 fuck minut &#128545;&#128545;&#128545;&#128545;,1
"listen ""@____aaliyah____: she curv low ""@idntwearcondoms: what mean girl think u hoe u don't???""",1
lmaooo naw nigga imma stay right mention hoe,1
sit fuck bitch rt stfu rt y&#8217;all act like doesn&#8217;t get cold denver.,1
rt u got cotton mouth u eat pussi,1
if fuck know everi niggah want her.,1
bitch brilliant..haha http://t.co/mhaiphrpbn,1
look pussi http://t.co/cpyo5yp005,1
damn oreo would fuck clutch right now!!!,1
"rt if cut hoe u &amp; stop talkin , owe new hoe &#128530; fym",1
rt there' much groupi bitches. hard come across girl overli social friendli everyone.,1
&#8220;@lovelyatotheb: thi guy said he' slept 300 girls.. oh ok let puke now.&#8221;i know girl 70 dude slut/whor hoe,1
"rt ""nicki minaj as fake."" -a bitch walk around w/ weav",1
elissa fake cunt,1
"rt ""had bitch myspac go nuts....""",1
i got measli 506 follow instagram that' probabl bitch ain't takin seriou,1
ay yall heard rich gang tape thou?? that bitch flame!!!&#128293;,1
girl that' ho need care &#128514;,1
rt wow well fuck cunt :),1
"""@bro_hen314: #eaglesn everi #eagl need see pic i post bitch said racist shit""",1
rt philli full type hoes. broke bitches! http://t.co/azh2ql6lwn,1
all i want 100 million dollar bad bitch,1
rt i head first everi time for you. . i'm pussy?&#128533;,1
rt pussi pussi asses.. that mani yall babi momma hideou u hide twitterspher,1
drop day earli fuck nigga need hear &#8220;@younggizzle_: #ed1 hard &#128293;but that' trash compar #ed2&#8221;,1
&#8220;@jaime_915: null brother aliv that han bitch died&#8221; oh well fbd &#128514;,1
stupid as hoe,1
"so i cunt, welcom twitter",1
dude took run like bitch!,1
ungrat bitch never happi u happy? what u mean u ain't happy? #youngjefe!,1
"&#8220;@bre_ah_na: early, annoy me&#8221;&#128563; come back ya fun fill weekend give attitud hoe",1
god damn bitch smh run away!!!,1
rt niggaz talk bitch days..,1
dawg orient flavor noodl go fuckin hard b rt lmfaoo! fuckin coon. smh,1
bitch happi burger king pollo tropic lunch break work act like dinner new niggaz gotta upscale.,1
"like 3rd grade teacher use say, ""you either eat pussy, one. what' gonna be?""",1
"rt holder asks, ""what ag deal kind treatment?&#8221; tell whini littl bitch call alberto gonzal an&#8230;",1
"fat bitch preach like ""we mani fat lazi people!!"" have you seen a mirror wtf",1
yeen real nicca yeen got porn site n internet histori,1
"so chri brown talk bout hisself said ""these hoe ain't loyal ?""",1
these bitch funni like mike epp,1
rt the hoe yall chase want &#128175;,1
"i'm crazi poke eyes, slit yo clit, give shit cuz i'm shit",1
"bitch scream fuck nigga, get mad anoth bitch fuck nigga&#128533;",1
idk nigga ju went better find food i becom real life bitch&#128530;,1
rt ungrat bitch ... http://t.co/aqcgkbxkcm,1
never put nothin pa hoe caus hoe straight ratchet,1
i'm finna start slap bitch,1
dont believ hoes.,1
haven't talk bitch lol.,1
bitch get inch like.,1
"i like ""thi bitch better chill-"" oh hey maria&#128514;&#128514;&#128514;",1
bad bitch kno as fat,1
someon tell bitch stfu,1
rt i'm money hungri man bitch can't nuffin,1
that hoe love her...they relat lone &amp; depress lol,1
lmao slow new day madonna fan huh? collabor siri? haha sound retarded. may oray use sound sample.,1
who watch wrestl besid littl kid white trash?,1
"yet tag what pussy. ""@gus_802: cripes, loser.",1
rt row hoe curl girl plank skank deep cut slut quad broad no pec n&#8230;,1
don't bitch,1
"custom tryna act like understand they'r saying, bitch, you understand i'm saying.",1
rt &#8220;@blessedmannie: &#8220;@alluring____: y'all hoe get boyfriend tweet them.&#128588;&#8221;&#8221; break dawg lol,1
rt respect man vision gang bitch follow it.,1
den enjoy da nite wit color man. we 2 weeks. let i need ta bring da magnum,1
&#8220;@revdennismiller: true noth shut libdog bitch like bark anyth that' called...preach the truth!,1
i wish ya nigha stress ya kid like ya stress lame bitches.,1
bitch come &amp; go ya know,1
thank ya fuck hoser,1
fuck rapper say bitch i la,1
"rt &#8220;@cristinacetino: shit nigga complain. now got room hella nude hoes&#8221; trueeee, i'll hy&#8230;",1
versac belt lv wallet cut it. need realli show as up.. littl bitch,1
im smoke good n bitch conceited! ---,1
"' if i ever put trust ina bitch , i'll alway hurt ! &#1043323;&#1043323;",1
happi birthday pussy. have good one,1
"rt ""you'r bitch"" me: http://t.co/xfrnq6um1o",1
flashin money ya bitch nail done..,1
"nooo.. sailor moon squad ""in club w/ bitch lookin good.""",1
&#8220;@itslegzzyo: yall fuckin trash yo!!! &#128545;&#128545; man nigga gonna win skin trash,1
"nobodi bout actions, pussi",1
rt a lot hoe cheat nigga fuck niggas. y'all boy better get y'all real bitch ain'&#8230;,1
i say smash panomera i buy new one hoe,1
puffi face hoe,1
hold back? just say they'r retard tit fake there' between...,1
"rt ""forever"" mean bitches? lol 3 months?",1
what bitch i'v got girlfriend http://t.co/cydgoop9yz,1
rt gimmmmmi hoodrat bitch,1
all bitch thirsti hella worri ig,1
rt i make bitch fli like peter pand tho,1
be sober soul wasnt interesting.. bitch im live #5spmg #ggl http://t.co/w58q6hr20j,1
ima side bitch time time i stay place,1
i'm alway call away ya need nig,1
"#yeswedid .......start build #windturbin so fuckin"" big kill whole flock bird one go&gt;",1
"low, wassup hoe?",1
shut yo cracker jack buck teeth as am nativ nigga best kind,1
"rt shout bitch think boyfriend loyal everi time check phone say ""0 inbox, ...",1
rt pull ex make bitch mad&#128514;&#128514;&#128128;&#128128;,1
need bitch.,1
reason i give i ahv fuck catalog bitch. arcad game fire.,1
when see fight bitch .... http://t.co/kzonqkfvtb,1
"rt i dont see point perman ruin chanc hit pussi laughs, giggles, rt",1
"when bitch know feel stupid, keep sentenc short.",1
"fuck staten island, place pussi",1
all selfi booti pics... caus bitch alway look like as,1
rt my dick call offens joke bitch get hurt go far.,1
"rt apple, new iphon softwar shit, mayb i'll sue u cunt &amp; request damag base pussi ive miss b/&#8230;",1
ho shit,1
rt dolph hoe... bout rock dj holiday show!!!! #memphi,1
both bitch drive rang rover,1
rt i feel bad homi suffer canker sore reg. bitch hinder spirit,1
rt it 3am. and man bitch. a computer. and realli cannot fuck compete.,1
"""@latrobemark: you love hoe money wat wrong niggas""",1
u love dat nigga even lose all... u dip like groupi hoe search anoth &#11088;&#65039;,1
her pussi clean danc dirty..,1
these bitch talk shit whisper it?,1
rt &#128514;rt x___x rt onli twitter nigga care bout hairi pussy. them 5 nigga i fuck today ain't gi&#8230;,1
i can't help notic attempt avoid acknowledg hairi pussy....,1
these girl go school kind og aquat color weav head.fuck go on?,1
s/o old hoes..s/o new hoes!!!,1
i wish bitch would,1
&amp; got cancer hoe,1
"""@dommoneek: littl stupid bitch i fuck yoooooouuuu..""",1
bitch nigga,1
tom ford probabl fuck hoe,1
ju need go brazil get bad brazilian bitch ju relax,1
rt i heard big booti bitch can't take &#127814;.,1
