class,text,clean_tweet,Hash words
1,@kieffer_jason bitch u a thot oh fake ass nigga box up hoe u not bout nothing,bitch u thot oh fake as nigga box hoe u bout noth,No hashtags
1,@kieffer_jason bitch u describe both of those terms,bitch u describ term,No hashtags
0,@kieffer_jason bitch was i talking to u stfu and get off my page oh bitch nigga u bout that life,bitch talk u stfu get page oh bitch nigga u bout life,No hashtags
1,"@kieffer_jason bitch what? I did show up then I tweeted,dm, texted then called u and I asked u were tryna meet up bitch ur fucking weak.","bitch what? i show i tweeted,dm, text call u i ask u tryna meet bitch ur fuck weak.",No hashtags
1,@kieffer_jason bitch what? No it must of flew over u head cuz u didn't show up at Plano senior high school in Plano tx fuck boy,bitch what? no must flew u head cuz u show plano senior high school plano tx fuck boy,No hashtags
1,@kieffer_jason bitch who's fucking playing but you and how would u know what I smoke I don't fuck with friendly ass niggas,bitch who' fuck play would u know i smoke i fuck friendli as nigga,No hashtags
1,@kieffer_jason bitch who's playing am not worried about you or your little faget ass friends at vines I know niggas at vines to so wtf u say,bitch who' play worri littl faget as friend vine i know nigga vine wtf u say,No hashtags
1,@kieffer_jason bitch wtf r u talking about and why tf r u still talking shit but not doing no action no thank for proving my point pussy boy,bitch wtf r u talk tf r u still talk shit action thank prove point pussi boy,No hashtags
1,@kieffer_jason bitch you are not funny stfu talking to me what part of that do you not understand?,bitch funni stfu talk part understand?,No hashtags
1,@kieffer_jason bye bitch,bye bitch,No hashtags
1,@kieffer_jason catch them hoes on.Saturday meet me at Plano senior high,catch hoe on.saturday meet plano senior high,No hashtags
1,@kieffer_jason ha bitch who angry bitch am taller and older then your fake ass boy stfu your making yourself look like a dumbass pussy boyy!,ha bitch angri bitch taller older fake as boy stfu make look like dumbass pussi boyy!,No hashtags
0,@kieffer_jason here let me say it more clearly since your retarded ass don't understand,let say clearli sinc retard as understand,No hashtags
0,@kieffer_jason how would u know if I don't fuck with you? Exactly you don't wtf I got shut your retarded ass up,would u know i fuck you? exactli wtf i got shut retard as,No hashtags
1,@kieffer_jason i swear u a fuck nigga u a scary little bitch u think this a game huh?,swear u fuck nigga u scari littl bitch u think game huh?,No hashtags
1,@kieffer_jason idgaf what your name is scary ass give me a real address hoe,idgaf name scari as give real address hoe,No hashtags
1,@kieffer_jason is that all you have to say you sound like a little bitch nagging and shit where u be at,say sound like littl bitch nag shit u,No hashtags
1,"@kieffer_jason keep talking I'm going to make when u can't talk, u going to be talking like a retard","keep talk i'm go make u can't talk, u go talk like retard",No hashtags
1,@kieffer_jason lets settle this and fight stop being a pussy,let settl fight stop pussi,No hashtags
0,@kieffer_jason lmao why ur dad raised u to be a bitch made nigga,lmao ur dad rais u bitch made nigga,No hashtags
1,@kieffer_jason meet up then and stop hitching out and back your words up pussy,meet stop hitch back word pussi,No hashtags
1,@kieffer_jason mfka what ok bitch we going to see. Your a funny mother fucker,mfka ok bitch go see. your funni mother fucker,No hashtags
1,"@kieffer_jason naw my fam aint no bitch made niggas, gtf off my shit fuck nigga im not your fam oh friendly ass nigga","naw famili aint bitch made niggas, gtf shit fuck nigga im famili oh friendli as nigga",No hashtags
1,@kieffer_jason nigga I was there at 5:42 I went to go get my homeboy and I texted u at 5:50 naw u a bitch,nigga i 5:42 i went go get homeboy i text u 5:50 naw u bitch,No hashtags
1,@kieffer_jason nigga i really dont give a flying fuck but if u wanna talk shit then back your words up and scratch stop being a little bitch,nigga realli dont give fli fuck u wanna talk shit back word scratch stop littl bitch,No hashtags
1,@kieffer_jason nigga u just called me a bitch last time i check im a fucking nigga get out there and ill show u what a real fight like,nigga u call bitch last time check im fuck nigga get ill show u real fight like,No hashtags
1,@kieffer_jason nigga what I was talking bout after school. Or when ever your choice bitch,nigga i talk bout school. or ever choic bitch,No hashtags
0,@kieffer_jason oh am I lame but yo pussy ass didn't show up the fuck u talking bout oh scary ass white boy,oh i lame yo pussi as show fuck u talk bout oh scari as white boy,No hashtags
0,@kieffer_jason oh but I am and my grades say other wise so u can stfu and get off my Twitter or u can box simple ass that pussy boy,oh i grade say wise u stfu get twitter u box simpl as pussi boy,No hashtags
1,@kieffer_jason pussy,pussi,No hashtags
1,@kieffer_jason pussy nigga it's the same term,pussi nigga term,No hashtags
1,@kieffer_jason restricton g means your license been revoked stop making excuses you a straight up bitch,restricton g mean licens revok stop make excus straight bitch,No hashtags
1,@kieffer_jason sorry don't know what to tell you but to get your pussy ass off my twitter,sorri know tell get pussi as twitter,No hashtags
1,@kieffer_jason u can bring that bitch to.,u bring bitch to.,No hashtags
1,@kieffer_jason u can have a tool bet u want shoot it tho pussy ass nigga but u can't through dem hands tho,u tool bet u want shoot tho pussi as nigga u can't dem hand tho,No hashtags
1,@kieffer_jason u feel like dumb ass don't u pussy boy,u feel like dumb as u pussi boy,No hashtags
1,@kieffer_jason u going to get dropped bitch im a fucking nigga who got a fucking dick,u go get drop bitch im fuck nigga got fuck dick,No hashtags
1,@kieffer_jason u made me drive all the way to Plano then wanna bitch out,u made drive way plano wanna bitch,No hashtags
1,@kieffer_jason u want me to panda express so someone. Can break up the like fuck stick to plan and go to Plano get that bitch out your blood,u want panda express someone. can break like fuck stick plan go plano get bitch blood,No hashtags
1,@kieffer_jason u will see it on Saturday and if u don't show up then your a bitch made nigga pussy ass nigga,u see saturday u show bitch made nigga pussi as nigga,No hashtags
1,@kieffer_jason umm you sure the hoes I talk to aren't ugly,umm sure hoe i talk ugli,No hashtags
1,@kieffer_jason wtf r u talking about I was in Plano tx what r u talking about pussy boy,wtf r u talk i plano tx r u talk pussi boy,No hashtags
1,@kieffer_jason wtf u think u ole pussy ass nigga,wtf u think u ole pussi as nigga,No hashtags
1,"@kieffer_jason yes bitch, your a fucking square","ye bitch, fuck squar",No hashtags
1,@kieffer_jason you dumb fuck that's not a fucking full address you dumbass I don't live in Plano so how the fuck would I know retard,dumb fuck that' fuck full address dumbass i live plano fuck would i know retard,No hashtags
0,@kieffer_jason your so fucking retared its not even funny bitch im going to sleep u,fuck retar even funni bitch im go sleep u,No hashtags
0,@kiela_g_3 &#128514;&#128514;Alright fag what about this? http://t.co/5ht61NmjJ3,&#128514;&#128514;alright fag this? http://t.co/5ht61nmjj3,No hashtags
1,@kiela_g_3 Home fag. Didn't feel like puttin up with your shit today,home fag. didn't feel like puttin shit today,No hashtags
1,@kierstenhammond I slid in your DMs so answer me bitch!!,i slid dm answer bitch!!,No hashtags
2,@kilmeade @foxandfriends don't you mean crowd not crows,mean crowd crow,No hashtags
1,"@kim92493 @BritBritt22 Im pretty sure she's a bad bitch. In other words, shawty a dime.","im pretti sure bad bitch. in words, shawti dime.",No hashtags
1,@kim92493 @_NikeCaptain_ @Tae_Rhodes I was implying you we're the bro &amp; them two aint nothin but lil hoes..c'mon now I or you Kim,i impli we'r bro &amp; two aint nothin lil hoes..c'mon i kim,No hashtags
1,@kimcampano &#128553;&#128557;&#128557; bitches needa take notes,&#128553;&#128557;&#128557; bitch needa take note,No hashtags
1,@kincade00 @DaUnfuqwitable1 @Stoopid_lu103 @_PlayCrazy @Anthony_2Much @Jack2Time @GF_Dalifestyle nigga be safe hoe,nigga safe hoe,No hashtags
1,@kincade00 @DaUnfuqwitable1 @Stoopid_lu103 @mistaturk5 @_PlayCrazy @GF_Dalifestyle fuck you bitch,fuck bitch,No hashtags
1,@kincade00 @PacTha_Mac lmaooooo we can't wash that baby ass honda you got cause that hoe don't cost more than 1200,lmaooooo can't wash babi as honda got caus hoe cost 1200,No hashtags
2,@kincade00 @mistaturk5 lmaooo just call my phone if you want them birds *Migos Voice*,lmaooo call phone want bird *migo voice*,No hashtags
1,@kincade00 don't watch me watch tv hoe,watch watch tv hoe,No hashtags
1,@kincade00 nigga Madison playing some bitch ass white boys that's going to Harvard on law scholarship play crazy,nigga madison play bitch as white boy that' go harvard law scholarship play crazi,No hashtags
0,@kincade00 shut up bitch for I spit on you,shut bitch i spit,No hashtags
1,@kincade00 you owe me anyway hoe I need that with interest or shooting your shit up,owe anyway hoe i need interest shoot shit,No hashtags
1,@kincade00 you seen it hoe put that cash up bitch imma take your money and spit on your fat ass,seen hoe put cash bitch imma take money spit fat as,No hashtags
1,"@king__saan I feel like I just got married bruh, she a bad bitch","i feel like i got marri bruh, bad bitch",No hashtags
1,@kingjvsh @_hanimA Don't be a bitch,don't bitch,No hashtags
1,@kingjvsh you just did bitch lol,bitch lol,No hashtags
1,@kingtaylorxx @chanelisabeth I'm a boss ass bitch bitch bitch bitch bitch,i'm bo as bitch bitch bitch bitch bitch,No hashtags
1,@kingxxlopez Lol me and @MarcusDenton just sit there and make fun of him. I can't stand that fag,lol sit make fun him. i can't stand fag,No hashtags
0,@kingxxlopez Roberts is a fuckin fag&#128514; smack the shit outta him,robert fuckin fag&#128514; smack shit outta,No hashtags
1,@kinkymuslim bitch music,bitch music,No hashtags
1,@kirbys08 @_James_Kirby_ fuck you bitch.,fuck bitch.,No hashtags
0,@kirstynehbu faggot,faggot,No hashtags
0,@kitlange stop oppressing me! Have you heard of free speech? Stop shoving your lifestyle down my throat! 1st AMENDMENT! #tcot #teabaggers,stop oppress me! have heard free speech? stop shove lifestyl throat! 1st amendment! #tcot #teabagg,#tcot #teabaggers
1,@kitten_nugget69 @danusaur bitch you're the ugly one that's why everyone leaves you AHAHAHAA,bitch ugli one that' everyon leaf ahahahaa,No hashtags
0,@kitten_nugget69 stfu dyke looking hoe.,stfu dyke look hoe.,No hashtags
0,@kittty_jpg @SteeZeyFLOW @nosfiend215 at least im not black bitch your parents left you in the mcdonalds parking lot after you were born,least im black bitch parent left mcdonald park lot born,No hashtags
1,@kittty_jpg @nosfiend215 @SteeZeyFLOW you were the one that jumped in this conversation you smelly ass bitch... just fuck off and thats it..,one jump convers smelli as bitch... fuck that it..,No hashtags
1,@kitty_hello14 bitch I ain't arguing with you .. Fuk on! You said some slick shit n I addressed it .. #Simple,bitch i ain't argu .. fuk on! you said slick shit n i address .. #simpl,#Simple
1,@kittygurl9714 I highly doubt you're a real woman. You're prolly a fat ass man. Who fuckin cares?!? Let me do me ho,i highli doubt real woman. you'r prolli fat as man. who fuckin cares?!? let ho,No hashtags
1,@kittygurl9714 bitch you mentioned me first tf wrong wit yo psychotic ass.,bitch mention first tf wrong wit yo psychot ass.,No hashtags
0,@klejdys He may be 'hustlin' but he studied Critical (Race) Theory and 'my people' Holder is getting his 'revenge.' They hate whitey.,he may 'hustlin' studi critic (race) theori 'mi people' holder get 'revenge.' they hate whitey.,No hashtags
1,@klena57 someone on Facebook made a status defending him so I dropped a bomb full of knowledge on that bitch and unfriended,someon facebook made statu defend i drop bomb full knowledg bitch unfriend,No hashtags
1,@kliontiii @yfly23 lol tell Liv none of her usual redneck hillbilly places an none of ur black gangsta places either,lol tell liv none usual redneck hillbilli place none ur black gangsta place either,No hashtags
1,@klvyupthatsm3 @Huntermoore ew you look like a cheap tranny hooker,ew look like cheap tranni hooker,No hashtags
1,@kmagalyv some scandalous hoes then!!! Lmao,scandal hoe then!!! lmao,No hashtags
0,"@kmdk83 @BeautifulMined
I hopes dis ain't cause he colored cause I knows he be actin all nigga like",i hope di ain't caus color caus i know actin nigga like,No hashtags
1,@knvcklepvck gimme one with his mouth closed I can't draw teeth without making them look retarded oMF,gimm one mouth close i can't draw teeth without make look retard omf,No hashtags
1,@kortneyalexis fuck yo bitch ass,fuck yo bitch as,No hashtags
0,@krispy717 @grizzboadams fucking gay faggot look at that gay ass pink shirt haha,fuck gay faggot look gay as pink shirt haha,No hashtags
0,@kristin12909 better nig. Lol but if anything ill flip u the 10 or something. Im tryna get some more cash,better nig. lol anyth ill flip u 10 something. im tryna get cash,No hashtags
1,@krustyiscute don't hoe me,hoe,No hashtags
2,@ksecus I give up on the Tankees I mean Yankees. Maybe next year!!,i give tanke i mean yankees. mayb next year!!,No hashtags
0,@ktpowers98 @WendyDavisTexas Ha Ha Ha no good fat dyke,ha ha ha good fat dyke,No hashtags
2,"@kuczaaaK @Tyg235 Kris, griff is too ghetto to know anything about sperrys or vans","kris, griff ghetto know anyth sperri van",No hashtags
1,@kuhnatekuhnite @studlydubly talkin' bout bitches gettin' butthurt am i right?!,talkin' bout bitch gettin' butthurt right?!,No hashtags
1,"@kvngkendric_ fight . Expose hoes , do some super gay shit , anything negative , since that's how society works.","fight . expos hoe , super gay shit , anyth neg , sinc that' societi works.",No hashtags
0,@kyleefagnola call him a cock blocking faggot,call cock block faggot,No hashtags
1,@kylegotjokes @yaaagirlllmeggx that's fucking bitches for ya! Using that pus to hook u,that' fuck bitch ya! use pu hook u,No hashtags
1,@la_di_daDEE try me pussy,tri pussi,No hashtags
1,@laceeybugg atleast i dont have dick breath you twat licker,atleast dont dick breath twat licker,No hashtags
1,@laceeybugg atleast i wipe my ass trashy bitch,atleast wipe as trashi bitch,No hashtags
1,@laceeybugg bitch if im talker than you then youre short so stfu,bitch im talker your short stfu,No hashtags
1,@laceeybugg bitch im 5'7 1/2 smd hoe,bitch im 5'7 1/2 smd hoe,No hashtags
1,@laceeybugg comeover here then bitch,comeov bitch,No hashtags
1,@ladysofchoice r u that ugly that ur avi is a bitch,r u ugli ur avi bitch,No hashtags
1,@lajazz7 bitch&#128545;,bitch&#128545;,No hashtags
1,@lanaaabanana lady Bligh is my bitch!! I got 10 natty daddy's in my fridge #turnup,ladi bligh bitch!! i got 10 natti daddy' fridg #turnup,#turnup
1,@lancejw113 so many hoes &#128514;&#128514;,mani hoe &#128514;&#128514;,No hashtags
1,@laser_beam26 text me fag,text fag,No hashtags
1,@lauchiemac_ fag,fag,No hashtags
2,"@lauramartyy ""wait n as in nick or m as in mick?"" &#128514;&#128514;","""wait n nick mick?"" &#128514;&#128514;",No hashtags
1,"@lauren_kapitan @_Maniac_Mind_ No the fuck u can't dumb bitch, matter of fact go get nigga hoe cuz u not going be shit.","no fuck u can't dumb bitch, matter fact go get nigga hoe cuz u go shit.",No hashtags
1,@lavalourry stfu prude ass basic ass bitch,stfu prude as basic as bitch,No hashtags
2,@lcl03 the slopes aren't for us bro Hahaha,slope u bro hahaha,No hashtags
2,@lcl03 you've been talking trash since we were 3 and 5.,talk trash sinc 3 5.,No hashtags
0,@lcxancilleri faggot,faggot,No hashtags
0,"@leetreble_ quit bitching faggot, happy you cant see your faggot family cry baby little girl crying in the parking lot, you aint a man sissy","quit bitch faggot, happi cant see faggot famili cri babi littl girl cri park lot, aint man sissi",No hashtags
0,@leiacatherinexx don&#8217;t be a hurt little faggot,don&#8217;t hurt littl faggot,No hashtags
0,"@leighvl Niggas probably be watching me like ""Look at this Uncle Tom ass Rasta""","nigga probabl watch like ""look uncl tom as rasta""",No hashtags
1,@lenadunham Sick bitch nutjob,sick bitch nutjob,No hashtags
2,"@leprechaun_ie Strong with the Force, leprechauns are.","strong force, leprechaun are.",No hashtags
1,"@letsdancemofos @markkelly1983 haha, I've swatted that little bitch around all night, starting to feel a bit sorry for him, seriously.","haha, i'v swat littl bitch around night, start feel bit sorri him, seriously.",No hashtags
1,@lettherainefall @Ann_E_Lizabeth and I are on our way to fuck your bitch,i way fuck bitch,No hashtags
1,@lettherainefall fag that's some gay ass shit,fag that' gay as shit,No hashtags
1,@lettherainefall on my way to fuck your bitch,way fuck bitch,No hashtags
1,@lettherainefall sucks to suck bitch.,suck suck bitch.,No hashtags
1,"@lexhound @discordianslip @87pest Nah, they would probably call you out for being the obsessed faggot you are also. Nice try though.","nah, would probabl call obsess faggot also. nice tri though.",No hashtags
1,@lexipost30 because she a typical ghetto girll.,typic ghetto girll.,No hashtags
1,@lexxaye DP = Double Penetration aka a dick in the ass and a dick in the pussy at the same damn time.,dp = doubl penetr aka dick as dick pussi damn time.,No hashtags
1,@lifeof_brandon bitch I called yu back,bitch i call yu back,No hashtags
1,@lifeof_brandon bitch you need to bring your ass to fucking practice.,bitch need bring as fuck practice.,No hashtags
1,@lifeof_brandon text me bitch,text bitch,No hashtags
1,@lil_TR1LL can't wait 2 see my bitch tmrw #gatsby #l00py,can't wait 2 see bitch tmrw #gatsbi #l00pi,#gatsby #l00py
1,@lilimaeee nigger,nigger,No hashtags
0,"@lillivonschtupp @13Damage @BrazenModels 
I don't likes dat magazine. All da black folk look like dey one chromeasome away from da ape",i like dat magazine. all da black folk look like dey one chromeasom away da ape,No hashtags
1,@lilmenifee__ &#128514;&#128514;&#128514;&#128514;&#128514; yeah I read yo shit to fast bitch,&#128514;&#128514;&#128514;&#128514;&#128514; yeah i read yo shit fast bitch,No hashtags
1,@lilmenifee__ ah Lil bit bitch &#128526;&#128527;&#128514;&#128076;,ah lil bit bitch &#128526;&#128527;&#128514;&#128076;,No hashtags
1,@lilmenifee__ ohh bitch i gotta go fck with my girl my second lil family frfr,ohh bitch gotta go fck girl second lil famili frfr,No hashtags
1,@lilthickgawdess salty pussy,salti pussi,No hashtags
1,@lilylovescamel @auroraabartlett I like that your room isn't a big sloppy mess like most of these Twitter hoes,i like room big sloppi mess like twitter hoe,No hashtags
2,@litigiousmind I skipped the running. And am eating chips. And brownies.,i skip running. and eat chips. and brownies.,No hashtags
1,@litigiousmind pretty like a bitch,pretti like bitch,No hashtags
1,@littlecball @AustinMahone just Robert bc he was the one cussing like no tomorrow bc he's a pussy,robert bc one cuss like tomorrow bc he' pussi,No hashtags
1,@littleelexx you a bitch tho I know for sure I'm not. You'd get your ass beat by any of my bitches that's fact &#128514;&#128514;,bitch tho i know sure i'm not. you'd get as beat bitch that' fact &#128514;&#128514;,No hashtags
1,@littlelinnda @NasshRodriguez @linndaroose linda you just @ yourself rn you retard^^,linda rn retard^^,No hashtags
2,"@littlelouie33 eh, take off hoser.","eh, take hoser.",No hashtags
1,@lkxox_ bitch*,bitch*,No hashtags
1,@lkxox_ bitch***,bitch***,No hashtags
1,"@lkxox_ exactly, so she's a bitch","exactly, bitch",No hashtags
1,"@lllexiss @lukejohnson06 @ParhamBryce @laurenbeckkkk1 Lil pussy didn't DM me back?, hmm","lil pussi dm back?, hmm",No hashtags
2,"@lloyd7121 @jjauthor @petermickley 
Approximately 1/2 in one crash. There wasn't supposed to be that many members of a seal team on one bird",approxim 1/2 one crash. there suppos mani member seal team one bird,No hashtags
0,@lnsightful @zT_Supreme @uncr4fted @yoPapi_chulo omg no plz stop calling me an idiot... are we in kindergarden you fucking faggot,oh god! plz stop call idiot... kindergarden fuck faggot,No hashtags
1,@logan_wills what a bishhh &#128075; slap a hoe,bishhh &#128075; slap hoe,No hashtags
1,@longbongchris I don't see how ud get pussy when u yourself are a pussy.,i see ud get pussi u pussy.,No hashtags
2,@longbongchris mk Hun just textith me,mk hun textith,No hashtags
1,@longbongchris same here nigga the minute it dropped I got it. Fuck with our team bitch,nigga minut drop i got it. fuck team bitch,No hashtags
0,@lord_jonesss none of my business ? Nigga if you get that I'm living with you lol and I'm stealing one of them bitches and 100k &#128056;&#9749;&#65039;,none busi ? nigga get i'm live lol i'm steal one bitch 100k &#128056;&#9749;&#65039;,No hashtags
1,"@lordjamar your disgusting, you should be banned from talking about Hiphop, retards like you belong in the 40's with your retarded ass logic","disgusting, ban talk hiphop, retard like belong 40' retard as logic",No hashtags
2,@louiev_ lol just getting this..early bird catches the worm!,lol get this..earli bird catch worm!,No hashtags
2,@louisck a video i made -- Porn Actress Sexy Capri Anderson Kissing Video with Charlie Sheen http://t.co/VTH4r762 via @youtube,video made -- porn actress sexi capri anderson kiss video charli sheen http://t.co/vth4r762 via,No hashtags
1,@lovenati after a 2 day bitch fest maybe,2 day bitch fest mayb,No hashtags
1,@lovenati omg...what a retard...should have asked her which weighs more? Thousand pounds of feathers or a thousand pounds of steel?,omg...what retard...should ask weigh more? thousand pound feather thousand pound steel?,No hashtags
0,@lucas_wright955 @MichaelGT03 faggots,faggot,No hashtags
2,"@luchadora41 so was slavery, prohibition and not letting women to vote... segregation jim crow laws.. etc etc i can do this all day lol","slavery, prohibit let woman vote... segreg jim crow laws.. etc etc day lol",No hashtags
1,@lucioxnava how about darkskin dykes?,darkskin dykes?,No hashtags
1,@lukejohnson06 @laurenbeckkkk1 @lllexiss hey dude watch who your calling a bitch..,hey dude watch call bitch..,No hashtags
1,"@lundenm my dad wanted me to ""twat"" him. &#128563;","dad want ""twat"" him. &#128563;",No hashtags
0,@luvvida You're right.. I be around my nig....,you'r right.. i around nig....,No hashtags
1,@lvnzo oh hell no they act proper and i live in richardson much finer then the hoes in ducanville,oh hell act proper live richardson much finer hoe ducanvil,No hashtags
1,@lybr3 and yes.THAT was very ghetto and condescending ESPECIALLY after her miserably failed crappy school lunch initiative. The Hypocrite,yes.that ghetto condescend especi miser fail crappi school lunch initiative. the hypocrit,No hashtags
1,@m_gast faggot,faggot,No hashtags
1,@mabathoana garbage rappers can't learn. it's like teaching Advanced Algebra to a retard.,garbag rapper can't learn. like teach advanc algebra retard.,No hashtags
1,"@maccabeez no one knows the words to that song, they only know the sexy saxophone. George Michael is a pussy.","one know word song, know sexi saxophone. georg michael pussy.",No hashtags
1,@maccabeez thanks...bitch.,thanks...bitch.,No hashtags
1,"@mackgotti thats that "" never call a bitch again "" shit","that "" never call bitch "" shit",No hashtags
1,@macktology101 for reals psycho ass bitch lol,real psycho as bitch lol,No hashtags
1,"@maddieevaans @felicity182 ""us english"" it's our go learn grammar u dick sucking hoe","""u english"" go learn grammar u dick suck hoe",No hashtags
1,@maddieevaans @felicity182 idk what ur saying probably desperate for my pussy,idk ur say probabl desper pussi,No hashtags
1,@maddieevaans u call ur bestie a bitch I'm guessing she's a dog that barks too much,u call ur besti bitch i'm guess dog bark much,No hashtags
1,@madi_kat @OGJaredH too pussy or what?,pussi what?,No hashtags
1,@madi_kat prolly not. They sound like little bitches.,prolli not. they sound like littl bitches.,No hashtags
2,"@mafenske I didn't mock anything! Was asked I believed in Noah's arc and said no, how is that mocking any religion? Opinion that's all","i mock anything! wa ask i believ noah' arc said no, mock religion? opinion that'",No hashtags
0,@maggie_burdis @nickgoldapp lmao dude you are probably the biggest fag in nebraska &#128514;&#128514;&#128514;&#128514;&#128514;,lmao dude probabl biggest fag nebraska &#128514;&#128514;&#128514;&#128514;&#128514;,No hashtags
0,@mah5H stfu white trash,stfu white trash,No hashtags
1,@makenzies_mask ur a boss ass bitch,ur bo as bitch,No hashtags
1,"@malachic1997 apparently this little pussy cant converse nevermind fight. Ive been blocked. 
Oh well youth gets frustrated easy.",appar littl pussi cant convers nevermind fight. ive blocked. oh well youth get frustrat easy.,No hashtags
0,@maliktender gayer then 2 faggots in bed together&#128129;,gayer 2 faggot bed together&#128129;,No hashtags
2,@mallenokc @royceyoung extra yellow.,extra yellow.,No hashtags
2,@mandaxll2963 yellow is even better,yellow even better,No hashtags
1,@marclamonthill all #nfl stadiums play music by jay-z a former drug dealer whose diaphragm wouldnt work w/o saying nigger in every song,#nfl stadium play music jay-z former drug dealer whose diaphragm wouldnt work w/o say nigger everi song,#nfl
0,@marclamonthill will you mention why being called nigger is wrong(witch i agree with) &amp; bossy is wrong.but being called a pimp is still ok?,mention call nigger wrong(witch agre with) &amp; bossi wrong.but call pimp still ok?,No hashtags
1,"@marcostc__ niggas be pressed 4 pussy
it ain't nuthin
instead of worrying who dat bitch fucking 
why don't u get chu sum money",nigga press 4 pussi ain't nuthin instead worri dat bitch fuck u get chu sum money,No hashtags
1,@marcostc__ you're right momma ain't raise no faggot,right momma ain't rais faggot,No hashtags
1,@marcus2kings yeah hoe ass nigga &#128532;&#128532;&#128532;,yeah hoe as nigga &#128532;&#128532;&#128532;,No hashtags
1,"@mariaisab3lla at that point, just call me nigger.","point, call nigger.",No hashtags
1,@marissaaxoo @kakestevens @mandaclementine someone needs to give these bitches a gatoraide or ten,someon need give bitch gatoraid ten,No hashtags
1,"@marissarose_10 
Your mouth
Your pussy
Your ass
My dick
And a sandwich after we fuck.
What kinda question is that?",your mouth your pussi your as my dick and sandwich fuck. what kinda question that?,No hashtags
2,@mark_mac18 @sheppast @rianscalia groves is trash IMO,grove trash imo,No hashtags
1,"@markoketchuck the black girl is lighter than every other bitch on here! y'all needa stop playin, fuckin up darkskin girls' body image","black girl lighter everi bitch here! y'all needa stop playin, fuckin darkskin girls' bodi imag",No hashtags
1,@marshabitch don't start lil bitch,start lil bitch,No hashtags
0,@marylene58 @sunflower1790 @shelliecorreia @Jan4USA no just a niggress that thinks she's human.,niggress think human.,No hashtags
0,"@matt_chu22 @RyanRiehle I'll do that, if you agree to take your Ethiopian starvin looking nigger ass back to Africa. #BuyFoodLittleGuy","i'll that, agre take ethiopian starvin look nigger as back africa. #buyfoodlittleguy",#BuyFoodLittleGuy
1,@mattrbennett209 try some 2 Chainz. I heard he has some big booty hoes.,tri 2 chainz. i heard big booti hoes.,No hashtags
1,"@matty_2_fatty fuck you bitch, where's my sleeve","fuck bitch, where' sleev",No hashtags
1,@mauriokart wtf is ur tumblr bitch,wtf ur tumblr bitch,No hashtags
1,@max_dashevsky u and taber the shit coon,u taber shit coon,No hashtags
2,"@mayarsharkawi Fake pics http://t.co/jtwUu9CYSr get off my TL, u r dismissed muzzie. @Darknight420 @JewJitsuGrl @Begbie_1 @efilnikcufecin7","fake pic http://t.co/jtwuu9cysr get tl, u r dismiss muzzie.",No hashtags
1,@maycie32 do you mean you were too distracted by being a bitch ? :)),mean distract bitch ? :)),No hashtags
1,@mayhemmiller faggot,faggot,No hashtags
2,@mayormcginn @usmayors @SenFeinstein White people need those weapons to defend themselves from the subhuman trash your sort unleashes on us.,white peopl need weapon defend subhuman trash sort unleash us.,No hashtags
0,"@mayormcginn If racial minorities weren't criminally inclined, they wouldn't have so much to worry about. Act your color, race traitor!","if racial minor crimin inclined, much worri about. act color, race traitor!",No hashtags
1,"@mbxvss we don't trust these hoes, lol na but it's bigger for us I think bc most guys talk to girls first, if you understand","trust hoes, lol na bigger u i think bc guy talk girl first, understand",No hashtags
1,@mcclearyb0y other than those the university and the white black and red ones .. The rest trash anyway. They just making shit up now,univers white black red one .. the rest trash anyway. they make shit,No hashtags
1,@mchastain81 @TheWorldStories you fucked that bitch!,fuck bitch!,No hashtags
1,@mckinley719 @UberFacts Mmm no thanks I've been saving mine up for this point in time....fucking queer....,mmm thank i'v save mine point time....fuck queer....,No hashtags
1,@mckinley719 I mean we have other pics of me ..idk why you chose that one *cough* bitch *cough*,i mean pic ..idk chose one *cough* bitch *cough*,No hashtags
1,@mckinley719 bitch I will kill yo vibe,bitch i kill yo vibe,No hashtags
1,@mckinley719 bitches bow down,bitch bow,No hashtags
1,@mckinley719 fuck bitches get money,fuck bitch get money,No hashtags
1,@mckinley719 oh you spelled give wrong psh thought I'd be a bitch,oh spell give wrong psh thought i'd bitch,No hashtags
2,@mdsaab1 lmaoo abo crusty hands,lmaoo abo crusti hand,No hashtags
1,@meaghanyockey @DoltYourselfs @annacoman Thanks for saying hi today bitch!!,thank say hi today bitch!!,No hashtags
2,@megalexatron trash about us and your from another conference- you can say goodbye,trash u anoth conference- say goodby,No hashtags
1,@megankjanes23 Scrolling through my TL. Ol' sick ass bitch!!!,scroll tl. ol' sick as bitch!!!,No hashtags
2,@megann_17 you should make me brownies!,make brownies!,No hashtags
2,"@megynkelly 
I don't understand the need for multiple autopsies. I guess they're going to keep on until they can slant 1 against the officer",i understand need multipl autopsies. i guess they'r go keep slant 1 offic,No hashtags
1,@megynkelly next you could ask the grand wizard of the #kkk why so many are intolerant this poor soul's views. #cunt #tcot #frc #p2 #foxnews,next could ask grand wizard #kkk mani intoler poor soul' views. #cunt #tcot #frc #p2 #foxnew,#kkk #cunt #tcot #frc #p2 #foxnews
1,@mel0_yell0w ain't that a bitch.,ain't bitch.,No hashtags
1,@meowfiesta o #k #bitch,#k #bitch,#k #bitch
